PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
1437,Onesided Romance,happy,self-spoken-monologues,videos-text-special-effects,Bengali
1438,Animals,neutral,background-song-with-lyrics,reaction videos,Bengali
1439,Devotion,neutral,self-spoken-monologues,videos-text-special-effects,Bengali
1440,Dance,affection,self-spoken-monologues,self-shot,Bengali
1441,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Bengali
1442,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Bengali
1443,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1444,Stunts,confidence,background-song-with-lyrics,reaction videos,Bengali
1445,Couple Romance,happy,lip-syncing,collab,Bengali
1446,Arts,neutral,background-song-with-lyrics,special-effects,Bengali
1447,Sports,happy,self-spoken-dialogues,special-effects,Bengali
1448,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1449,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1450,Heartbreak Romance,sad,lip-syncing,special-effects,Bengali
1451,Animals,happy,background-song-with-lyrics,videos-with-text,Bengali
1452,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1453,Patriotism,neutral,self-spoken-monologues,self-shot,Bengali
1454,Devotion,neutral,lip-syncing,reaction videos,Bengali
1455,Heartbreak Romance,hatred,lip-syncing,special-effects,Bengali
1456,Devotion,affection,self-spoken-monologues,self-shot,Bengali
1457,Celeb,happy,background-song-with-lyrics,slideshow,Bengali
1458,Couple Romance,affection,lip-syncing,self-shot,Bengali
1459,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Bengali
1460,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Bengali
1461,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Bengali
1462,Festival,neutral,self-spoken-monologues,self-shot,Bengali
1463,Memes,happy,self-spoken-dialogues,special-effects,Bengali
1464,Onesided Romance,happy,lip-syncing,self-shot,Bengali
1465,Fashion,confidence,self-spoken-monologues,movie/tv-show,Bengali
1466,Dance,happy,lip-syncing,collab,Bengali
1467,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1468,Devotion,affection,self-spoken-monologues,videos-text-special-effects,Bengali
1469,Fitness,happy,self-spoken-dialogues,videos-with-text,Bengali
1470,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1471,Sports,confidence,lip-syncing,self-shot,Bengali
1472,Family Comedy,happy,lip-syncing,self-shot,Bengali
1473,Dance,happy,lip-syncing,reaction videos,Bengali
1474,Kids Comedy,happy,lip-syncing,self-shot,Bengali
1475,Heartbreak Romance,sad,lip-syncing,reaction videos,Bengali
1476,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1477,Patriotism,affection,lip-syncing,self-shot,Bengali
1478,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1479,Celeb,happy,background-song-with-lyrics,reaction videos,Bengali
1480,Couple Comedy,happy,lip-syncing,special-effects,Bengali
1481,Photography,happy,background-song-with-lyrics,self-shot,Bengali
1482,Kids Comedy,happy,lip-syncing,special-effects,Bengali
1483,Onesided Romance,happy,lip-syncing,reaction videos,Bengali
1484,Couple Romance,affection,lip-syncing,collab,Bengali
1485,Friends Comedy,happy,lip-syncing,special-effects,Bengali
1486,Celeb,happy,self-spoken-dialogues,self-shot,Bengali
1487,Heartbreak Romance,sad,lip-syncing,special-effects,Bengali
1488,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1489,Couple Romance,affection,background-song-with-lyrics,collab,Bengali
1490,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1491,Onesided Romance,affection,lip-syncing,special-effects,Bengali
1492,Family Comedy,happy,lip-syncing,self-shot,Bengali
1493,Pets,happy,lip-syncing,special-effects,Bengali
1494,Couple Romance,affection,background-song-with-lyrics,collab,Bengali
1495,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1496,Family Comedy,happy,lip-syncing,videos-text-special-effects,Bengali
1497,Devotion,neutral,self-spoken-monologues,special-effects,Bengali
1498,Couple Romance,neutral,background-song-with-lyrics,animation,Bengali
1499,Family Comedy,happy,lip-syncing,special-effects,Bengali
1500,Devotion,affection,background-song-with-lyrics,self-shot,Bengali
1501,Couple Romance,affection,lip-syncing,collab,Bengali
1502,Couple Comedy,happy,background-song-with-lyrics,reaction videos,Bengali
1503,Couple Romance,affection,lip-syncing,collab,Bengali
1504,Fashion,neutral,background-song-with-lyrics,special-effects,Bengali
1505,Magic,surprise,self-spoken-monologues,self-shot,Bengali
1506,Fashion,happy,background-song-with-lyrics,special-effects,Bengali
1507,Couple Romance,happy,lip-syncing,self-shot,Bengali
1508,Celeb,happy,self-spoken-monologues,self-shot,Bengali
1509,Patriotism,affection,background-song-with-lyrics,videos-with-text,Bengali
1510,Memes,happy,self-spoken-dialogues,movie/tv-show,Bengali
1511,Sports,neutral,self-spoken-monologues,special-effects,Bengali
1512,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1513,Music,happy,self-sung-song,self-shot,Bengali
1514,Arts,neutral,background-song-with-lyrics,videos-text-special-effects,Bengali
1515,Couple Romance,affection,lip-syncing,self-shot,Bengali
1516,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Bengali
1517,Onesided Romance,happy,lip-syncing,self-shot,Bengali
1518,Fitness,neutral,self-spoken-monologues,collab,Bengali
1519,Stunts,confidence,self-spoken-monologues,self-shot,Bengali
1520,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1521,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1522,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1523,Onesided Romance,happy,self-spoken-monologues,special-effects,Bengali
1524,Devotion,affection,background-song-with-lyrics,videos-with-text,Bengali
1525,Patriotism,affection,background-song-with-lyrics,animation,Bengali
1526,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1527,Festival,neutral,noise,self-shot,Bengali
1528,Couple Romance,affection,lip-syncing,collab,Bengali
1529,Fashion,neutral,background-song-with-lyrics,self-shot,Bengali
1530,Patriotism,neutral,background-song-with-lyrics,videos-with-text,Bengali
1531,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1532,Friends Comedy,happy,lip-syncing,self-shot,Bengali
1533,Couple Romance,affection,lip-syncing,collab,Bengali
1534,Sports,happy,self-spoken-dialogues,special-effects,Bengali
1535,Family Comedy,happy,lip-syncing,self-shot,Bengali
1536,Onesided Romance,happy,lip-syncing,self-shot,Bengali
1537,Fitness,confidence,self-spoken-monologues,self-shot,Bengali
1538,Sports,happy,background-song-with-lyrics,special-effects,Bengali
1539,Fitness,confidence,background-song-with-lyrics,self-shot,Bengali
1540,Dance,happy,lip-syncing,special-effects,Bengali
1541,Pranks,happy,self-spoken-monologues,videos-with-text,Bengali
1542,Nature,neutral,self-spoken-monologues,self-shot,Bengali
1543,Heartbreak Romance,sad,lip-syncing,reaction videos,Bengali
1544,Nature,neutral,background-song-with-lyrics,special-effects,Bengali
1545,Friends Comedy,happy,lip-syncing,self-shot,Bengali
1546,Sports,happy,self-spoken-dialogues,videos-text-special-effects,Bengali
1547,Couple Romance,affection,background-song-with-lyrics,collab,Bengali
1548,Fails,happy,background-song-with-lyrics,self-shot,Bengali
1549,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1550,Fitness,neutral,self-spoken-monologues,self-shot,Bengali
1551,Fashion,neutral,self-spoken-monologues,special-effects,Bengali
1552,Couple Romance,happy,lip-syncing,collab,Bengali
1553,Sports,confusion,self-spoken-monologues,special-effects,Bengali
1554,Devotion,affection,lip-syncing,videos-text-special-effects,Bengali
1555,Family Comedy,happy,lip-syncing,special-effects,Bengali
1556,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1557,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1558,Heartbreak Romance,sad,background-song-with-lyrics,collab,Bengali
1559,Nature,neutral,background-song-with-lyrics,special-effects,Bengali
1560,Couple Romance,neutral,lip-syncing,collab,Bengali
1561,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1562,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1563,Couple Romance,affection,lip-syncing,special-effects,Bengali
1564,Music,happy,self-sung-song,self-shot,Bengali
1565,Nature,neutral,self-spoken-monologues,self-shot,Bengali
1566,Food,happy,self-spoken-monologues,self-shot,Bengali
1567,Friends Comedy,happy,lip-syncing,special-effects,Bengali
1568,Couple Comedy,happy,lip-syncing,special-effects,Bengali
1569,Couple Romance,affection,lip-syncing,self-shot,Bengali
1570,Festival,happy,lip-syncing,self-shot,Bengali
1571,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Bengali
1572,Celeb,sad,self-spoken-monologues,special-effects,Bengali
1573,Heartbreak Romance,sad,lip-syncing,special-effects,Bengali
1574,Celeb,sad,background-song-with-lyrics,slideshow,Bengali
1575,Festival,affection,background-song-with-lyrics,slideshow,Bengali
1576,Couple Romance,affection,lip-syncing,self-shot,Bengali
1577,Celeb,happy,background-song-with-lyrics,slideshow,Bengali
1578,Onesided Romance,affection,lip-syncing,self-shot,Bengali
1579,Celeb,sad,background-song-with-lyrics,slideshow,Bengali
1580,Patriotism,happy,lip-syncing,self-shot,Bengali
1581,Onesided Romance,happy,lip-syncing,special-effects,Bengali
1582,Music,happy,self-sung-song,self-shot,Bengali
1583,Fitness,confidence,self-spoken-monologues,self-shot,Bengali
1584,Fashion,neutral,background-song-with-lyrics,videos-text-special-effects,Bengali
1585,Fashion,happy,background-song-with-lyrics,videos-with-text,Bengali
1586,Dance,happy,lip-syncing,self-shot,Bengali
1587,Celeb,happy,background-song-with-lyrics,slideshow,Bengali
1588,Family Comedy,happy,lip-syncing,special-effects,Bengali
1589,Sports,happy,background-song-with-lyrics,movie/tv-show,Bengali
1590,Arts,neutral,background-song-with-lyrics,self-shot,Bengali
1591,Travel,neutral,background-song-with-lyrics,self-shot,Bengali
1592,Couple Romance,affection,background-song-with-lyrics,self-shot,Bengali
1593,Onesided Romance,happy,lip-syncing,collab,Bengali
1594,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1595,Onesided Romance,affection,lip-syncing,self-shot,Bengali
1596,Fashion,happy,background-song-with-lyrics,self-shot,Bengali
1597,Heartbreak Romance,sad,lip-syncing,collab,Bengali
1598,Friends Comedy,happy,lip-syncing,self-shot,Bengali
1599,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1600,Couple Romance,affection,lip-syncing,self-shot,Bengali
1601,Family Comedy,happy,lip-syncing,special-effects,Bengali
1602,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1603,Festival,happy,self-spoken-monologues,self-shot,Bengali
1604,Arts,neutral,background-song-with-lyrics,special-effects,Bengali
1605,Onesided Romance,affection,lip-syncing,self-shot,Bengali
1606,Kids Comedy,happy,lip-syncing,videos-text-special-effects,Bengali
1607,Patriotism,affection,background-song-with-lyrics,special-effects,Bengali
1608,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1609,Music,happy,self-sung-song,self-shot,Bengali
1610,Magic,surprise,self-spoken-monologues,self-shot,Bengali
1611,Fitness,happy,self-spoken-dialogues,self-shot,Bengali
1612,Devotion,affection,background-song-with-lyrics,self-shot,Bengali
1613,Music,happy,self-sung-song,self-shot,Bengali
1614,Sports,neutral,background-song-with-lyrics,self-shot,Bengali
1615,Couple Romance,affection,background-song-with-lyrics,self-shot,Bengali
1616,Travel,neutral,self-spoken-monologues,self-shot,Bengali
1617,Devotion,affection,background-song-with-lyrics,self-shot,Bengali
1618,Fitness,confidence,self-spoken-monologues,self-shot,Bengali
1619,Kids Comedy,happy,lip-syncing,self-shot,Bengali
1620,Devotion,affection,lip-syncing,special-effects,Bengali
1621,Nature,neutral,background-song-with-lyrics,videos-with-text,Bengali
1622,Onesided Romance,affection,lip-syncing,self-shot,Bengali
1623,Sports,confidence,self-spoken-monologues,animation,Bengali
1624,Couple Romance,affection,background-song-with-lyrics,special-effects,Bengali
1625,Couple Romance,affection,lip-syncing,special-effects,Bengali
1626,Couple Romance,happy,background-song-with-lyrics,slideshow,Bengali
1627,Devotion,affection,self-spoken-monologues,videos-text-special-effects,Bengali
1628,Celeb,happy,background-song-with-lyrics,slideshow,Bengali
1629,Music,happy,self-sung-song,self-shot,Bengali
1630,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1631,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1632,Onesided Romance,neutral,background-song-with-lyrics,animation,Bengali
1633,Animals,neutral,self-spoken-monologues,self-shot,Bengali
1634,Onesided Romance,happy,lip-syncing,collab,Bengali
1635,Fitness,neutral,background-song-with-lyrics,self-shot,Bengali
1636,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Bengali
1637,Dance,happy,lip-syncing,collab,Bengali
1638,Heartbreak Romance,sad,self-sung-song,collab,Bengali
1639,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1640,Patriotism,neutral,background-song-with-lyrics,special-effects,Bengali
1641,Family Comedy,happy,self-spoken-dialogues,self-shot,Bengali
1642,Fitness,confidence,background-song-with-lyrics,self-shot,Bengali
1643,Fails,happy,instrumental,reaction videos,Bengali
1644,Travel,neutral,background-song-with-lyrics,videos-text-special-effects,Bengali
1645,Dance,affection,self-spoken-monologues,self-shot,Bengali
1646,Friends Comedy,happy,self-spoken-dialogues,self-shot,Bengali
1647,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Bengali
1648,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1649,Couple Romance,happy,lip-syncing,collab,Bengali
1650,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1651,Couple Comedy,happy,lip-syncing,self-shot,Bengali
1652,Travel,neutral,background-song-with-lyrics,self-shot,Bengali
1653,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1654,Dance,happy,lip-syncing,self-shot,Bengali
1655,Couple Comedy,happy,lip-syncing,collab,Bengali
1656,Music,happy,self-sung-song,self-shot,Bengali
1657,Couple Romance,happy,lip-syncing,collab,Bengali
1658,Couple Romance,happy,lip-syncing,self-shot,Bengali
1659,Couple Romance,affection,lip-syncing,collab,Bengali
1660,Heartbreak Romance,sad,lip-syncing,special-effects,Bengali
1661,Fashion,happy,background-song-with-lyrics,special-effects,Bengali
1662,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1663,Dance,happy,lip-syncing,reaction videos,Bengali
1664,Kids Comedy,happy,lip-syncing,self-shot,Bengali
1665,Nature,happy,background-song-with-lyrics,special-effects,Bengali
1666,Heartbreak Romance,sad,lip-syncing,self-shot,Bengali
1667,Friends Comedy,happy,lip-syncing,self-shot,Bengali
1668,Dance,happy,lip-syncing,videos-text-special-effects,Bengali
1669,Arts,neutral,background-song-with-lyrics,special-effects,Bengali
1670,Nature,neutral,background-song-with-lyrics,self-shot,Bengali
1671,Food,neutral,background-song-with-lyrics,self-shot,Bengali
1672,Couple Comedy,happy,lip-syncing,special-effects,Bengali
1673,Festival,happy,background-song-with-lyrics,self-shot,Bengali
1674,Couple Romance,affection,lip-syncing,special-effects,Bengali
1675,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Bengali
1676,Couple Romance,affection,background-song-with-lyrics,special-effects,Bengali
1677,Nature,sad,self-spoken-monologues,videos-text-special-effects,Bengali
1678,Heartbreak Romance,sad,lip-syncing,reaction videos,Bengali
1679,Couple Romance,affection,lip-syncing,collab,Bengali
1680,Fashion,neutral,self-spoken-monologues,self-shot,Bengali
1681,Onesided Romance,affection,self-spoken-monologues,videos-with-text,Bengali
1682,Arts,neutral,background-song-with-lyrics,self-shot,Bengali
1683,Pets,neutral,background-song-with-lyrics,self-shot,Bengali
1684,Fails,happy,self-spoken-monologues,special-effects,Bengali
1685,Couple Romance,affection,lip-syncing,self-shot,Bengali
1686,Travel,neutral,background-song-with-lyrics,videos-with-text,Bengali
1687,Music,happy,self-sung-song,self-shot,Bengali
1688,Onesided Romance,affection,lip-syncing,self-shot,Bengali
1689,Food,neutral,self-spoken-monologues,self-shot,Bengali
